Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,mocap_z,mocap_heading,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,nn_v_left,nn_v_right,nn_v_linear,nn_v_angular,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-12 14:04:16.177504,0.2,0.2,6371.6,531.0,12.0,8.0,309.2,25.7,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3330323100090027,2.828505516052246,0.7050613164901733,-0.9935019620668266,0.2,0.2,-0.08897017836570731,0.9610298216342925,-0.08897017836570731,0.9610298216342925,0.4360298216342926,3.0,1.0,1.6474741994031155,-0.9935019620668266,3.5695182256672213,-0.028804004192352295,0.04113054275512695,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.271833,0.2,0.2,6311.9,526.0,12.0,7.9,309.6,25.8,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33245712518692017,2.828340530395508,0.7046564817428589,-0.9883819320508472,0.2,0.2,-0.08635952472686759,0.9636404752731322,-0.08635952472686759,0.9636404752731322,0.4386404752731323,3.0,1.0,1.6424888942596796,-0.9883819320508472,3.5691621170724392,-0.028228819370269775,0.04096555709838867,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.303097,0.2,0.2,6272.3,522.7,12.0,7.8,310.0,25.8,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33245712518692017,2.828340530395508,0.7046564817428589,-0.9883819320508472,0.2,0.2,-0.08351525068283072,0.9664847493171691,-0.08351525068283072,0.9664847493171691,0.4414847493171692,3.0,1.0,1.6424888942596796,-0.9883819320508472,3.5691621170724392,-0.028228819370269775,0.04096555709838867,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.373955,0.2,0.2,6261.5,521.9,12.0,7.8,310.3,25.8,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33227136731147766,2.8281145095825195,0.7049323320388794,-0.9843655083711138,0.2,0.2,-0.0807023584842681,0.9692976415157317,-0.0807023584842681,0.9692976415157317,0.4442976415157318,3.0,1.0,1.638554392763919,-0.9843655083711138,3.569152235696652,-0.02804306149482727,0.04073953628540039,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.549456,0.2,0.2,6357.4,529.9,12.0,7.9,310.7,25.9,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33345550298690796,2.827670097351074,0.7058806419372559,-0.9648335149672413,0.2,0.2,-0.07674049735069266,0.9732595026493072,-0.07674049735069266,0.9732595026493072,0.44825950264930725,3.0,1.0,1.6189193550319538,-0.9648335149672413,3.570362347626566,-0.02922719717025757,0.04029512405395508,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.580518,0.2,0.2,6256.7,521.4,12.0,7.8,311.0,25.9,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33345550298690796,2.827670097351074,0.7058806419372559,-0.9648335149672413,0.2,0.2,-0.07296901345252982,0.97703098654747,-0.07296901345252982,0.97703098654747,0.4520309865474701,3.0,1.0,1.6189193550319538,-0.9648335149672413,3.570362347626566,-0.02922719717025757,0.04029512405395508,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.611838,0.2,0.2,6237.1,519.8,12.0,7.8,311.4,25.9,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33345550298690796,2.827670097351074,0.7058806419372559,-0.9648335149672413,0.2,0.2,-0.06952690482139579,0.980473095178604,-0.06952690482139579,0.980473095178604,0.4554730951786041,3.0,1.0,1.6189193550319538,-0.9648335149672413,3.570362347626566,-0.02922719717025757,0.04029512405395508,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.642984,0.2,0.2,6643.2,553.7,12.0,8.3,311.8,26.0,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3324320614337921,2.8269882202148438,0.7051490545272827,-0.9572149026674724,0.2,0.2,-0.06637873649597159,0.9836212635040282,-0.06637873649597159,0.9836212635040282,0.4586212635040283,3.0,1.0,1.61162675078775,-0.9572149026674724,3.569965206794477,-0.028203755617141724,0.03961324691772461,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.758405,0.2,0.2,6815.3,568.2,12.0,8.5,312.2,26.0,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3324422538280487,2.8267130851745605,0.7052640318870544,-0.952287444927563,0.2,0.2,-0.06341376304626456,0.9865862369537353,-0.06341376304626456,0.9865862369537353,0.46158623695373535,3.0,1.0,1.6067586996058392,-0.952287444927563,3.570140772493711,-0.028213948011398315,0.039338111877441406,2.8042283058166504,2.212625026702881,0
2025-12-12 14:04:16.789531,0.2,0.2,6856.9,571.5,12.0,8.6,312.6,26.0,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3324422538280487,2.8267130851745605,0.7052640318870544,-0.952287444927563,0.2,0.2,-0.06041654348373404,0.9895834565162658,-0.06041654348373404,0.9895834565162658,0.46458345651626587,3.0,1.0,1.6067586996058392,-0.952287444927563,3.570140772493711,-0.028213948011398315,0.039338111877441406,2.8042283058166504,2.212625026702881,0
