Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,mocap_z,mocap_heading,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,nn_v_left,nn_v_right,nn_v_linear,nn_v_angular,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-12 14:05:21.665900,0.2,0.2,3407.0,284.2,12.0,4.3,693.3,57.8,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33098292350769043,2.8142249584198,0.7036011219024658,-0.8094041943319538,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4668939774856193,-0.8094041943319538,3.5766012981023025,-0.02675461769104004,0.026849985122680664,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:21.760978,0.2,0.2,3627.4,302.6,12.0,4.5,693.5,57.8,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3309628665447235,2.81447696685791,0.7040265798568726,-0.8049367172665296,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4623741536910504,-0.8049367172665296,3.576431416950382,-0.02673456072807312,0.027101993560791016,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:21.792491,0.2,0.2,3528.2,294.3,12.0,4.4,693.8,57.8,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3309628665447235,2.81447696685791,0.7040265798568726,-0.8049367172665296,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4623741536910504,-0.8049367172665296,3.576431416950382,-0.02673456072807312,0.027101993560791016,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:21.823490,0.2,0.2,3779.9,315.4,12.0,4.7,694.0,57.8,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33056968450546265,2.814361095428467,0.704018771648407,-0.8051045483214636,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4626348178924433,-0.8051045483214636,3.5761910127981147,-0.026341378688812256,0.026986122131347656,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:21.972531,0.2,0.2,3728.2,311.0,12.0,4.7,694.2,57.9,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3302869200706482,2.8140673637390137,0.7037950754165649,-0.8051775616771051,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4628211669896345,-0.8051775616771051,3.5761467447790647,-0.026058614253997803,0.02669239044189453,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:22.003896,0.2,0.2,3735.2,311.6,12.0,4.7,694.4,57.9,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3302869200706482,2.8140673637390137,0.7037950754165649,-0.8051775616771051,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4628211669896345,-0.8051775616771051,3.5761467447790647,-0.026058614253997803,0.02669239044189453,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:22.035183,0.2,0.2,3673.1,306.4,12.0,4.6,694.6,57.9,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33023732900619507,2.814131498336792,0.7038594484329224,-0.805087054403269,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4627249423658557,-0.805087054403269,3.5760682942392865,-0.026009023189544678,0.02675652503967285,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:22.066488,0.2,0.2,3705.3,305.4,12.0,4.6,694.8,57.9,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.33023732900619507,2.814131498336792,0.7038594484329224,-0.805087054403269,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4627249423658557,-0.805087054403269,3.5760682942392865,-0.026009023189544678,0.02675652503967285,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:22.532764,0.2,0.2,3800.8,317.1,12.0,4.8,695.1,57.9,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3300113081932068,2.814089059829712,0.7037584185600281,-0.8096399454646275,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4673258609834567,-0.8096399454646275,3.575915357339653,-0.025783002376556396,0.026714086532592773,2.8042283058166504,2.212625026702881,0
2025-12-12 14:05:22.564180,0.2,0.2,3706.2,295.8,12.0,4.6,695.3,58.0,24.1,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3300113081932068,2.814089059829712,0.7037584185600281,-0.8096399454646275,0.2,0.2,-0.02499999999999991,1.0,-0.02499999999999991,1.025,0.5,3.0,1.0,1.4673258609834567,-0.8096399454646275,3.575915357339653,-0.025783002376556396,0.026714086532592773,2.8042283058166504,2.212625026702881,0
