Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,mocap_z,mocap_heading,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,nn_v_left,nn_v_right,nn_v_linear,nn_v_angular,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,target_x,target_y,current_waypoint_idx
2025-12-18 13:51:32.002011,0.2,0.2,12501.5,1093.1,11.4,16.4,3999.3,347.7,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.064183,0.2,0.2,17047.6,1492.8,11.4,22.4,4000.3,347.8,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.125928,0.2,0.2,18611.3,1631.0,11.4,24.5,4001.4,347.9,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.188146,0.2,0.2,10939.7,956.1,11.4,14.3,4002.1,347.9,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.250279,0.2,0.2,9237.2,806.9,11.4,12.1,4002.7,348.0,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.312889,0.2,0.2,18022.7,1578.7,11.4,23.7,4003.7,348.1,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.375664,0.2,0.2,19731.6,1729.6,11.4,25.9,4004.8,348.2,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.438181,0.2,0.2,13206.1,1155.1,11.4,17.3,4005.6,348.2,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.500295,0.2,0.2,7401.1,646.2,11.5,9.7,4006.2,348.3,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
2025-12-18 13:51:32.562884,0.2,0.2,12950.5,1132.7,11.4,17.0,4006.9,348.4,21.2,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5405871868133545,-1.555574655532837,0.23815156519412994,-2.335395375647226,0.2,0.2,1.0,-0.02499999999999991,1.025,-0.02499999999999991,0.5,-3.0,1.0,-1.7565782048140781,-2.335395375647226,4.369976474177824,-1.0,2.0,1
