Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,mocap_z,mocap_heading,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-12 13:04:24.900896,0.0,0.0,1087.0,88.0,12.4,1.3,1959.9,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3141775131225586,2.5500035285949707,0.19771845638751984,-1.6607621490419413,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6513529690109439,-1.6607621490419413,5.314412760959522,-0.158601775765419,0.433521032333374,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:24.933109,0.0,0.0,1026.5,83.1,12.4,1.2,1959.9,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3141775131225586,2.5500035285949707,0.19771845638751984,-1.6607621490419413,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6513529690109439,-1.6607621490419413,5.314412760959522,-0.158601775765419,0.433521032333374,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:24.965301,0.0,0.0,1030.9,83.5,12.4,1.3,1960.0,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3141775131225586,2.5500035285949707,0.19771845638751984,-1.6607621490419413,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6513529690109439,-1.6607621490419413,5.314412760959522,-0.158601775765419,0.433521032333374,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:24.997385,0.0,0.0,1045.2,84.6,12.4,1.3,1960.1,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3133717179298401,2.5493099689483643,0.19578340649604797,-1.666852574000037,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6575724866971535,-1.666852574000037,5.313600519980251,-0.1577959805727005,0.4328274726867676,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:25.030057,0.0,0.0,1062.9,86.1,12.4,1.3,1960.1,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3133717179298401,2.5493099689483643,0.19578340649604797,-1.666852574000037,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6575724866971535,-1.666852574000037,5.313600519980251,-0.1577959805727005,0.4328274726867676,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:25.063245,0.0,0.0,1043.1,82.0,12.4,1.3,1960.2,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3133717179298401,2.5493099689483643,0.19578340649604797,-1.666852574000037,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6575724866971535,-1.666852574000037,5.313600519980251,-0.1577959805727005,0.4328274726867676,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:25.095450,0.0,0.0,946.1,76.6,12.4,1.1,1960.2,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.31369686126708984,2.5498926639556885,0.1957034319639206,-1.660650371096069,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6512612020996293,-1.660650371096069,5.313931088314593,-0.15812112390995026,0.4334101676940918,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:25.128081,0.0,0.0,1040.3,84.2,12.4,1.3,1960.3,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.31369686126708984,2.5498926639556885,0.1957034319639206,-1.660650371096069,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6512612020996293,-1.660650371096069,5.313931088314593,-0.15812112390995026,0.4334101676940918,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:25.160654,0.0,0.0,916.3,74.2,12.4,1.1,1960.4,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.31369686126708984,2.5498926639556885,0.1957034319639206,-1.660650371096069,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6512612020996293,-1.660650371096069,5.313931088314593,-0.15812112390995026,0.4334101676940918,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:25.192603,0.0,0.0,1025.6,83.0,12.4,1.2,1960.4,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3133198618888855,2.5497231483459473,0.195189967751503,-1.6652165525545017,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6558586184952324,-1.6652165525545017,5.313552516558424,-0.1577441245317459,0.4332406520843506,5.15557573735714,0.3835175037384033,0
2025-12-12 13:04:25.224964,0.0,0.0,968.6,82.2,12.4,1.2,1960.5,158.9,23.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3133198618888855,2.5497231483459473,0.195189967751503,-1.6652165525545017,0.0,0.0,-0.02499999999999991,1.0,1.0,1.6558586184952324,-1.6652165525545017,5.313552516558424,-0.1577441245317459,0.4332406520843506,5.15557573735714,0.3835175037384033,0
