Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-05 16:59:30.711699,0.0,0.0,1043.3,85.2,12.3,1.3,2983.3,243.5,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276786088943481,2.9462671279907227,0.0,0.0,0.0,0.0,0.0,-1.0075359514035833,1.6035624444300165,3.658504676548588,0.0,0.0,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.742175,0.0,0.0,1008.8,82.3,12.3,1.2,2983.4,243.5,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276786088943481,2.9462671279907227,0.0,0.0,0.0,0.0,0.0,-1.0075359514035833,1.6035624444300165,3.658504676548588,0.0,0.0,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.772970,0.0,0.0,1007.7,84.3,12.3,1.2,2983.5,243.5,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276786088943481,2.9462671279907227,0.0,0.0,0.0,0.0,0.0,-1.0075359514035833,1.6035624444300165,3.658504676548588,0.0,0.0,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.804894,0.0,0.0,1034.8,84.5,12.3,1.3,2983.5,243.5,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5279494524002075,2.9458470344543457,0.0,0.0,0.0,0.0,0.0,-1.0448233811685719,1.640903336757722,3.6589646475677684,-0.000270843505859375,-0.0004200935363769531,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.836480,0.0,0.0,1014.0,82.8,12.3,1.2,2983.6,243.5,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5279494524002075,2.9458470344543457,0.0,0.0,0.0,0.0,0.0,-1.0448233811685719,1.640903336757722,3.6589646475677684,-0.000270843505859375,-0.0004200935363769531,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.866898,0.0,0.0,1042.9,85.1,12.3,1.3,2983.6,243.5,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5279494524002075,2.9458470344543457,0.0,0.0,0.0,0.0,0.0,-1.0448233811685719,1.640903336757722,3.6589646475677684,-0.000270843505859375,-0.0004200935363769531,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.897839,0.0,0.0,989.1,80.7,12.3,1.2,2983.7,243.5,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278988480567932,2.9459574222564697,0.0,0.0,0.0,0.0,0.0,-1.037308822846816,1.633371576032621,3.658860798834378,-0.00022023916244506836,-0.0003097057342529297,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.928946,0.0,0.0,1039.6,84.9,12.3,1.3,2983.7,243.5,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278988480567932,2.9459574222564697,0.0,0.0,0.0,0.0,0.0,-1.037308822846816,1.633371576032621,3.658860798834378,-0.00022023916244506836,-0.0003097057342529297,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.960116,0.0,0.0,1004.8,82.0,12.3,1.2,2983.8,243.6,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278988480567932,2.9459574222564697,0.0,0.0,0.0,0.0,0.0,-1.037308822846816,1.633371576032621,3.658860798834378,-0.00022023916244506836,-0.0003097057342529297,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:30.991275,0.0,0.0,1023.1,84.9,12.3,1.3,2983.9,243.6,25.6,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278580188751221,2.9460768699645996,0.0,0.0,0.0,0.0,0.0,-1.0205266834114282,1.6165686841573201,3.658759954760738,-0.00017940998077392578,-0.00019025802612304688,3.027678608894348,2.0537328720092773,0
