Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-05 16:59:50.830903,0.2,0.2,16300.0,1339.3,12.2,20.1,3237.2,264.3,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5280010104179382,2.9459714889526367,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0276323120050614,1.6236762089767947,3.6589374473045453,-0.0003224015235900879,-0.0002956390380859375,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:50.862432,0.2,0.2,15344.4,1260.6,12.2,18.9,3238.2,264.4,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5280010104179382,2.9459714889526367,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0276323120050614,1.6236762089767947,3.6589374473045453,-0.0003224015235900879,-0.0002956390380859375,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:50.893752,0.2,0.2,14446.7,1186.5,12.2,17.8,3239.0,264.5,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5280010104179382,2.9459714889526367,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0276323120050614,1.6236762089767947,3.6589374473045453,-0.0003224015235900879,-0.0002956390380859375,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:50.924965,0.2,0.2,14997.4,1231.7,12.2,18.5,3239.9,264.6,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278933048248291,2.9462015628814697,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0134151727906286,1.6094235552439127,3.6587191591749075,-0.00021469593048095703,-6.556510925292969e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:50.956404,0.2,0.2,14657.9,1203.7,12.2,18.1,3240.8,264.6,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278933048248291,2.9462015628814697,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0134151727906286,1.6094235552439127,3.6587191591749075,-0.00021469593048095703,-6.556510925292969e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.041555,0.2,0.2,15147.8,1244.4,12.2,18.7,3241.6,264.7,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275654792785645,2.946171760559082,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.035415774795697,1.6314811993893468,3.6584645916619483,0.0001131296157836914,-9.5367431640625e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.072427,0.2,0.2,15140.3,1243.8,12.2,18.7,3242.5,264.8,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275654792785645,2.946171760559082,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.035415774795697,1.6314811993893468,3.6584645916619483,0.0001131296157836914,-9.5367431640625e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.103761,0.2,0.2,15740.8,1293.3,12.2,19.4,3243.5,264.9,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275654792785645,2.946171760559082,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.035415774795697,1.6314811993893468,3.6584645916619483,0.0001131296157836914,-9.5367431640625e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.173255,0.2,0.2,16272.1,1337.3,12.2,20.1,3244.4,264.9,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275713205337524,2.9463157653808594,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0060471197278869,1.6020790731534387,3.658388584669717,0.00010728836059570312,4.863739013671875e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.210979,0.2,0.2,16066.5,1320.2,12.2,19.8,3245.3,265.0,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275713205337524,2.9463157653808594,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0060471197278869,1.6020790731534387,3.658388584669717,0.00010728836059570312,4.863739013671875e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.276457,0.2,0.2,8980.9,736.8,12.2,11.1,3245.9,265.1,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275723338127136,2.9462063312530518,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0227915246203207,1.6188480774043992,3.6584508566131118,0.00010627508163452148,-6.079673767089844e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.598829,0.2,0.2,11309.6,593.6,12.2,13.9,3246.5,265.1,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278613567352295,2.946162223815918,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.013511159617789,1.6095333420510851,3.6587148025626814,-0.00018274784088134766,-0.0001049041748046875,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.630253,0.2,0.2,10636.7,872.8,12.2,13.1,3247.2,265.2,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276868939399719,2.9461162090301514,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0309367150076507,1.626996074609897,3.6585962546507576,-8.285045623779297e-06,-0.00015091896057128906,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.661607,0.2,0.2,14497.2,1118.9,12.2,17.9,3248.1,265.2,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276868939399719,2.9461162090301514,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0309367150076507,1.626996074609897,3.6585962546507576,-8.285045623779297e-06,-0.00015091896057128906,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.692757,0.2,0.2,15348.6,1260.9,12.2,18.9,3249.0,265.3,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276868939399719,2.9461162090301514,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0309367150076507,1.626996074609897,3.6585962546507576,-8.285045623779297e-06,-0.00015091896057128906,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.723189,0.2,0.2,15410.8,1494.3,12.2,19.0,3250.0,265.4,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278364419937134,2.94602108001709,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0349834542963203,1.6310413845325424,3.6587734178545834,-0.00015783309936523438,-0.0002460479736328125,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.754370,0.2,0.2,12442.3,1021.5,12.2,15.3,3250.9,265.5,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278364419937134,2.94602108001709,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0349834542963203,1.6310413845325424,3.6587734178545834,-0.00015783309936523438,-0.0002460479736328125,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:51.785477,0.2,0.2,9641.0,1040.6,12.2,15.6,3251.6,265.5,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278364419937134,2.94602108001709,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0349834542963203,1.6310413845325424,3.6587734178545834,-0.00015783309936523438,-0.0002460479736328125,3.027678608894348,2.0537328720092773,0
