Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,mocap_z,mocap_heading,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-12 12:36:20.365314,0.0,0.0,1036.6,83.3,12.4,1.2,989.5,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09993643313646317,2.403639793395996,0.21228496730327606,-0.13025634485271492,0.0,0.0,0.0,0.0,0.0,0.9149662823431823,-0.13025634485271492,3.67433746120129,0.03054126352071762,-0.05193591117858887,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.396060,0.0,0.0,1001.0,80.4,12.4,1.2,989.5,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09927233308553696,2.4021060466766357,0.21345077455043793,-0.12326381278533571,0.0,0.0,0.0,0.0,0.0,0.9083967586288532,-0.12326381278533571,3.6749516533225344,0.03120536357164383,-0.05346965789794922,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.463212,0.0,0.0,1047.7,84.2,12.4,1.3,989.6,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09927233308553696,2.4021060466766357,0.21345077455043793,-0.12326381278533571,0.0,0.0,0.0,0.0,0.0,0.9083967586288532,-0.12326381278533571,3.6749516533225344,0.03120536357164383,-0.05346965789794922,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.594544,0.0,0.0,1053.6,84.6,12.4,1.3,989.7,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09796652942895889,2.400301456451416,0.21449361741542816,-0.11680788551759538,0.0,0.0,-0.02499999999999991,1.0,1.0,0.9025392781691796,-0.1168078855175954,3.6753044234949814,0.03251116722822189,-0.055274248123168945,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.626401,0.0,0.0,1032.6,83.0,12.4,1.2,989.7,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09796652942895889,2.400301456451416,0.21449361741542816,-0.11680788551759538,0.0,0.0,-0.02499999999999991,1.0,1.0,0.9025392781691796,-0.1168078855175954,3.6753044234949814,0.03251116722822189,-0.055274248123168945,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.668187,0.0,0.0,1044.8,83.8,12.4,1.3,989.8,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09796652942895889,2.400301456451416,0.21449361741542816,-0.11680788551759538,0.0,0.0,-0.02499999999999991,1.0,1.0,0.9025392781691796,-0.1168078855175954,3.6753044234949814,0.03251116722822189,-0.055274248123168945,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.699224,0.0,0.0,1008.4,81.0,12.4,1.2,989.8,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09708983451128006,2.3991153240203857,0.21534334123134613,-0.11140112783089257,0.0,0.0,-0.02499999999999991,1.0,1.0,0.8975293526756356,-0.11140112783089257,3.675524004311142,0.033387862145900726,-0.05646038055419922,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.768589,0.0,0.0,1052.4,84.6,12.4,1.3,989.9,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09708983451128006,2.3991153240203857,0.21534334123134613,-0.11140112783089257,0.0,0.0,-0.02499999999999991,1.0,1.0,0.8975293526756356,-0.11140112783089257,3.675524004311142,0.033387862145900726,-0.05646038055419922,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.854769,0.0,0.0,1003.1,80.6,12.4,1.2,990.0,79.6,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09616957604885101,2.398413896560669,0.21453769505023956,-0.10678409956857463,0.0,0.0,-0.02499999999999991,1.0,1.0,0.8932243522375833,-0.10678409956857463,3.6753702835510755,0.03430812060832977,-0.057161808013916016,2.630477696657181,2.544424295425415,0
2025-12-12 12:36:20.886098,0.0,0.0,1033.9,83.1,12.4,1.2,990.0,79.7,21.8,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.09616957604885101,2.398413896560669,0.21453769505023956,-0.10678409956857463,0.0,0.0,-0.02499999999999991,1.0,1.0,0.8932243522375833,-0.10678409956857463,3.6753702835510755,0.03430812060832977,-0.057161808013916016,2.630477696657181,2.544424295425415,0
