Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-05 16:59:45.782601,0.2,0.2,16006.0,1314.4,12.2,19.7,3168.9,258.7,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275830626487732,2.9462833404541016,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0198300404871818,1.6158675269883727,3.6584165042999257,9.554624557495117e-05,1.621246337890625e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:45.814065,0.2,0.2,16305.1,1339.2,12.2,20.1,3169.9,258.8,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275830626487732,2.9462833404541016,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0198300404871818,1.6158675269883727,3.6584165042999257,9.554624557495117e-05,1.621246337890625e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:45.849832,0.2,0.2,10992.1,901.6,12.2,13.5,3170.6,258.9,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275830626487732,2.9462833404541016,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0198300404871818,1.6158675269883727,3.6584165042999257,9.554624557495117e-05,1.621246337890625e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:45.951272,0.2,0.2,17442.3,1432.9,12.2,21.5,3171.5,258.9,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275841951370239,2.9463112354278564,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0177516068257257,1.6137826094330219,3.658401782250462,9.441375732421875e-05,4.410743713378906e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:45.982530,0.2,0.2,15868.0,1303.2,12.2,19.5,3172.4,259.0,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275985598564148,2.9463329315185547,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0109231334418176,1.6069470239677255,3.65840149078936,8.004903793334961e-05,6.580352783203125e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.053536,0.2,0.2,15023.9,1233.7,12.2,18.5,3173.4,259.1,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5275985598564148,2.9463329315185547,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0109231334418176,1.6069470239677255,3.65840149078936,8.004903793334961e-05,6.580352783203125e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.363429,0.2,0.2,11906.4,976.9,12.2,14.7,3174.2,259.2,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276011228561401,2.9463188648223877,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0142093940145385,1.6102360733131231,3.6584115083057793,7.748603820800781e-05,5.173683166503906e-05,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.467031,0.2,0.2,9544.6,782.6,12.2,11.7,3174.8,259.2,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278852581977844,2.946107864379883,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0153176276423204,1.6113484384819596,3.6587650978948663,-0.0002066493034362793,-0.00015926361083984375,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.497765,0.2,0.2,18347.5,1507.7,12.2,22.6,3175.8,259.3,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278852581977844,2.946107864379883,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0153176276423204,1.6113484384819596,3.6587650978948663,-0.0002066493034362793,-0.00015926361083984375,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.572844,0.2,0.2,14513.4,1191.7,12.2,17.9,3176.8,259.4,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278852581977844,2.946107864379883,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0153176276423204,1.6113484384819596,3.6587650978948663,-0.0002066493034362793,-0.00015926361083984375,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.603723,0.2,0.2,15197.7,1247.9,12.2,18.7,3177.7,259.5,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5279940962791443,2.945919990539551,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0291211901220507,1.6251777955082698,3.6589606355311326,-0.0003154873847961426,-0.000347137451171875,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.634645,0.2,0.2,13491.1,1107.5,12.2,16.6,3178.5,259.5,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5279940962791443,2.945919990539551,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0291211901220507,1.6251777955082698,3.6589606355311326,-0.0003154873847961426,-0.000347137451171875,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.666007,0.2,0.2,12326.0,1011.6,12.2,15.2,3179.3,259.6,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5279940962791443,2.945919990539551,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0291211901220507,1.6251777955082698,3.6589606355311326,-0.0003154873847961426,-0.000347137451171875,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.697319,0.2,0.2,12814.3,1051.6,12.2,15.8,3180.0,259.7,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5279940962791443,2.945919990539551,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0291211901220507,1.6251777955082698,3.6589606355311326,-0.0003154873847961426,-0.000347137451171875,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.728691,0.2,0.2,12088.3,991.9,12.2,14.9,3180.8,259.7,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278509855270386,2.9461495876312256,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0181324035559947,1.6141590354555628,3.6587133130302028,-0.0001723766326904297,-0.00011754035949707031,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.760157,0.2,0.2,10856.2,890.7,12.2,13.4,3181.5,259.8,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278509855270386,2.9461495876312256,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0181324035559947,1.6141590354555628,3.6587133130302028,-0.0001723766326904297,-0.00011754035949707031,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.792202,0.2,0.2,14163.1,1312.1,12.2,17.4,3182.4,259.8,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5278509855270386,2.9461495876312256,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0181324035559947,1.6141590354555628,3.6587133130302028,-0.0001723766326904297,-0.00011754035949707031,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.825109,0.2,0.2,17936.1,1473.7,12.2,22.1,3183.3,259.9,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276936888694763,2.9460926055908203,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0233922369334558,1.6194558928471476,3.658615128491758,-1.5079975128173828e-05,-0.00017452239990234375,3.027678608894348,2.0537328720092773,0
2025-12-05 16:59:46.858114,0.2,0.2,8896.3,827.0,12.2,10.9,3183.9,260.0,25.7,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5276936888694763,2.9460926055908203,0.2,0.2,1.0,-0.02499999999999991,1.0,-1.0233922369334558,1.6194558928471476,3.658615128491758,-1.5079975128173828e-05,-0.00017452239990234375,3.027678608894348,2.0537328720092773,0
