timestamp,x,y,z,q_x,q_y,q_z,q_w,heading,raw_message
2025-12-12 15:35:31.220691,-0.480556845664978,1.5251182317733765,0.18642279505729675,0.01572512462735176,0.009995169006288052,-0.9942764043807983,0.10520066320896149,-2.931041233920819,"1765550131.0393174,-0.480556845664978,1.5251182317733765,0.18642279505729675,0.01572512462735176,0.009995169006288052,-0.9942764043807983,0.10520066320896149"
2025-12-12 15:35:31.220841,-0.48055246472358704,1.5251866579055786,0.18647466599941254,0.015589241869747639,0.00989909004420042,-0.9942872524261475,0.10512765496969223,-2.9311836882590407,"1765550131.0633807,-0.48055246472358704,1.5251866579055786,0.18647466599941254,0.015589241869747639,0.00989909004420042,-0.9942872524261475,0.10512765496969223"
2025-12-12 15:35:31.220850,-0.4805653691291809,1.5251178741455078,0.18640562891960144,0.015730561688542366,0.009934780187904835,-0.9942736625671387,0.10523208230733871,-2.930976129467216,"1765550131.046457,-0.4805653691291809,1.5251178741455078,0.18640562891960144,0.015730561688542366,0.009934780187904835,-0.9942736625671387,0.10523208230733871"
2025-12-12 15:35:31.220860,-0.4805753827095032,1.5251264572143555,0.18639442324638367,0.015727374702692032,0.009877284057438374,-0.994274914264679,0.1052255779504776,-2.930987260424897,"1765550131.072074,-0.4805753827095032,1.5251264572143555,0.18639442324638367,0.015727374702692032,0.009877284057438374,-0.994274914264679,0.1052255779504776"
2025-12-12 15:35:31.220867,-0.48054611682891846,1.5251721143722534,0.1864730417728424,0.015627041459083557,0.009940954856574535,-0.9942839741706848,0.10514934360980988,-2.9311417964143405,"1765550131.088227,-0.48054611682891846,1.5251721143722534,0.1864730417728424,0.015627041459083557,0.009940954856574535,-0.9942839741706848,0.10514934360980988"
2025-12-12 15:35:31.220873,-0.48053884506225586,1.5251673460006714,0.18646736443042755,0.01560200285166502,0.0099882697686553,-0.9942823648452759,0.10516385734081268,-2.9311139012660568,"1765550131.105055,-0.48053884506225586,1.5251673460006714,0.18646736443042755,0.01560200285166502,0.0099882697686553,-0.9942823648452759,0.10516385734081268"
2025-12-12 15:35:31.220879,-0.4805365800857544,1.5251524448394775,0.18646419048309326,0.015635112300515175,0.010023555718362331,-0.9942807555198669,0.10517051815986633,-2.931101956247208,"1765550131.0968363,-0.4805365800857544,1.5251524448394775,0.18646419048309326,0.015635112300515175,0.010023555718362331,-0.9942807555198669,0.10517051815986633"
2025-12-12 15:35:31.220885,-0.48057857155799866,1.5251425504684448,0.18640774488449097,0.015691082924604416,0.009892342612147331,-0.9942761659622192,0.10521801561117172,-2.9310026433799377,"1765550131.0798397,-0.48057857155799866,1.5251425504684448,0.18640774488449097,0.015691082924604416,0.009892342612147331,-0.9942761659622192,0.10521801561117172"
2025-12-12 15:35:31.220891,-0.48055583238601685,1.5250945091247559,0.18638235330581665,0.01576993241906166,0.009938633069396019,-0.9942697882652283,0.10526204854249954,-2.9309163156253164,"1765550131.042525,-0.48055583238601685,1.5250945091247559,0.18638235330581665,0.01576993241906166,0.009938633069396019,-0.9942697882652283,0.10526204854249954"
2025-12-12 15:35:31.220896,-0.48058608174324036,1.5251237154006958,0.18641142547130585,0.01568104512989521,0.00997838657349348,-0.99427330493927,0.10523927956819534,-2.9309626407377465,"1765550131.0507476,-0.48058608174324036,1.5251237154006958,0.18641142547130585,0.01568104512989521,0.00997838657349348,-0.99427330493927,0.10523927956819534"
