Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,mocap_z,mocap_heading,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-12 12:53:14.690482,0.2,0.2,23460.9,1909.7,12.3,28.6,832.0,67.4,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:14.721911,0.2,0.2,15925.4,1293.9,12.3,19.4,833.0,67.4,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:14.754230,0.2,0.2,17091.5,1389.0,12.3,20.8,834.0,67.5,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:14.855667,0.2,0.2,14599.2,1223.2,12.3,17.8,834.8,67.6,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.015949,0.2,0.2,17023.2,1383.8,12.3,20.8,835.8,67.7,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.046923,0.2,0.2,13873.7,784.4,12.3,11.8,836.6,67.7,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.077212,0.2,0.2,19550.2,1590.3,12.3,23.9,837.7,67.8,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.108139,0.2,0.2,12066.7,979.6,12.3,14.7,838.6,67.9,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.138863,0.2,0.2,11660.8,946.4,12.3,14.2,839.3,68.0,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.169843,0.2,0.2,22448.7,1826.6,12.3,27.4,840.3,68.0,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.366605,0.2,0.2,21937.7,1785.4,12.3,26.8,841.5,68.1,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.397943,0.2,0.2,11673.3,947.5,12.3,14.2,842.2,68.2,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.429201,0.2,0.2,15835.3,1286.6,12.3,19.3,843.0,68.3,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.460469,0.2,0.2,16940.1,1376.7,12.3,20.7,844.0,68.3,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:53:15.491858,0.2,0.2,27916.4,1980.2,12.3,34.1,845.5,68.5,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0377552509307861,4.0167741775512695,0.1962740421295166,3.020380571230721,0.2,0.2,-0.44946289211511603,0.6005371078848838,1.0,3.0166829498429295,3.020380571230721,6.225358815026537,0.43132448196411133,1.6784615516662598,6.4690797328948975,0.16168737411499023,0
