Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,mocap_z,mocap_heading,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-12 12:52:49.559528,0.2,0.2,14126.8,1145.2,12.3,17.2,499.5,40.4,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4691115617752075,2.338292121887207,0.19462040066719055,0.3810382435058619,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3560465258111036,0.38103824350586196,6.471132345775151,-3.1828880310058594e-05,-2.0503997802734375e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.591014,0.2,0.2,15434.6,1252.0,12.3,18.8,500.5,40.5,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4691115617752075,2.338292121887207,0.19462040066719055,0.3810382435058619,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3560465258111036,0.38103824350586196,6.471132345775151,-3.1828880310058594e-05,-2.0503997802734375e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.622402,0.2,0.2,14498.0,1175.7,12.3,17.6,501.3,40.5,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4691115617752075,2.338292121887207,0.19462040066719055,0.3810382435058619,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3560465258111036,0.38103824350586196,6.471132345775151,-3.1828880310058594e-05,-2.0503997802734375e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.653257,0.2,0.2,15188.9,1231.9,12.3,18.5,502.2,40.6,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4691325426101685,2.3382675647735596,0.19454994797706604,0.38090890657478443,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3559134762264938,0.38090890657478443,6.471153933763451,-5.2809715270996094e-05,-4.506111145019531e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.683806,0.2,0.2,15272.6,1238.7,12.3,18.6,503.1,40.7,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4691325426101685,2.3382675647735596,0.19454994797706604,0.38090890657478443,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3559134762264938,0.38090890657478443,6.471153933763451,-5.2809715270996094e-05,-4.506111145019531e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.768279,0.2,0.2,15345.4,1214.1,12.3,18.7,503.9,40.7,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4690656661987305,2.3383283615112305,0.19468262791633606,0.38119559894166405,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.35620930250382143,0.38119559894166405,6.471085559029711,1.4066696166992188e-05,1.5735626220703125e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.799700,0.2,0.2,14537.2,1178.6,12.3,17.7,504.8,40.8,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4690656661987305,2.3383283615112305,0.19468262791633606,0.38119559894166405,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.35620930250382143,0.38119559894166405,6.471085559029711,1.4066696166992188e-05,1.5735626220703125e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.868977,0.2,0.2,15377.9,1245.7,12.3,18.7,505.7,40.9,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.469062089920044,2.338338851928711,0.19467435777187347,0.38116385471099906,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3561791650824618,0.38116385471099906,6.471081721786274,1.7642974853515625e-05,2.6226043701171875e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.899446,0.2,0.2,14647.2,1187.8,12.3,17.8,506.6,41.0,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.469062089920044,2.338338851928711,0.19467435777187347,0.38116385471099906,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3561791650824618,0.38116385471099906,6.471081721786274,1.7642974853515625e-05,2.6226043701171875e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:49.971583,0.2,0.2,14084.5,1142.1,12.3,17.1,507.4,41.0,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4690698385238647,2.33833909034729,0.194644957780838,0.38114727763216477,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3561626547498055,0.3811472776321648,6.471089462015567,9.894371032714844e-06,2.6464462280273438e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:50.120160,0.2,0.2,14148.0,1147.0,12.3,17.2,508.2,41.1,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.469118595123291,2.338280200958252,0.19458669424057007,0.3809408959831304,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3559473638554029,0.3809408959831304,6.471139674831014,-3.886222839355469e-05,-3.24249267578125e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:50.174656,0.2,0.2,13740.8,1114.0,12.3,16.7,509.0,41.2,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.469118595123291,2.338280200958252,0.19458669424057007,0.3809408959831304,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3559473638554029,0.3809408959831304,6.471139674831014,-3.886222839355469e-05,-3.24249267578125e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:50.205972,0.2,0.2,14282.7,1158.1,12.3,17.4,509.9,41.2,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.469118595123291,2.338280200958252,0.19458669424057007,0.3809408959831304,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3559473638554029,0.3809408959831304,6.471139674831014,-3.886222839355469e-05,-3.24249267578125e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:50.237249,0.2,0.2,14119.8,1144.8,12.3,17.2,510.8,41.3,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.469118595123291,2.338280200958252,0.19458669424057007,0.3809408959831304,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.3559473638554029,0.3809408959831304,6.471139674831014,-3.886222839355469e-05,-3.24249267578125e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:50.279825,0.2,0.2,13740.3,1113.9,12.3,16.7,511.6,41.4,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4690347909927368,2.3383491039276123,0.19473041594028473,0.3812717085592538,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.35628849733202705,0.3812717085592538,6.471054175269702,4.494190216064453e-05,3.647804260253906e-05,6.4690797328948975,0.16168737411499023,0
2025-12-12 12:52:50.369925,0.2,0.2,14304.2,1159.8,12.3,17.4,512.4,41.4,23.5,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.4690943956375122,2.3383102416992188,0.19461394846439362,0.3810611892401164,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.35607220448824944,0.3810611892401164,6.47111473222412,-1.4662742614746094e-05,-2.384185791015625e-06,6.4690797328948975,0.16168737411499023,0
