timestamp,x,y,z,q_x,q_y,q_z,q_w,heading,raw_message
2025-12-18 12:34:49.097809,-1.0942823886871338,2.547750234603882,0.18967090547084808,-0.017337506636977196,0.0011212093522772193,0.4247370660305023,-0.9051499962806702,-0.8772790982511665,"1766057688.9470937,-1.0942823886871338,2.547750234603882,0.18967090547084808,-0.017337506636977196,0.0011212093522772193,0.4247370660305023,-0.9051499962806702"
2025-12-18 12:34:49.097830,-1.0943561792373657,2.5478031635284424,0.18971775472164154,-0.01723388582468033,0.0008053275523707271,0.4248203635215759,-0.9051132798194885,-0.877456359967692,"1766057688.9225261,-1.0943561792373657,2.5478031635284424,0.18971775472164154,-0.01723388582468033,0.0008053275523707271,0.4248203635215759,-0.9051132798194885"
2025-12-18 12:34:49.097843,-1.094348669052124,2.54776668548584,0.18970425426959991,-0.01727834716439247,0.0008418773650191724,0.4247863292694092,-0.9051284193992615,-0.8773816650091316,"1766057688.9306571,-1.094348669052124,2.54776668548584,0.18970425426959991,-0.01727834716439247,0.0008418773650191724,0.4247863292694092,-0.9051284193992615"
2025-12-18 12:34:49.097853,-1.094331979751587,2.547800302505493,0.18972963094711304,-0.017260629683732986,0.0008854180341586471,0.424731969833374,-0.9051542282104492,-0.877262798053522,"1766057688.956118,-1.094331979751587,2.547800302505493,0.18972963094711304,-0.017260629683732986,0.0008854180341586471,0.424731969833374,-0.9051542282104492"
2025-12-18 12:34:49.097860,-1.0943108797073364,2.547776460647583,0.1896999478340149,-0.01724334806203842,0.0009711707825772464,0.4247390329837799,-0.9051510691642761,-0.8772806015292468,"1766057688.9721124,-1.0943108797073364,2.547776460647583,0.1896999478340149,-0.01724334806203842,0.0009711707825772464,0.4247390329837799,-0.9051510691642761"
2025-12-18 12:34:49.097866,-1.0943371057510376,2.5478031635284424,0.18974393606185913,-0.01725935749709606,0.0008108798647299409,0.42477482557296753,-0.9051342010498047,-0.8773556762929259,"1766057688.9640276,-1.0943371057510376,2.5478031635284424,0.18974393606185913,-0.01725935749709606,0.0008108798647299409,0.42477482557296753,-0.9051342010498047"
2025-12-18 12:34:49.097872,-1.0943553447723389,2.5478203296661377,0.18967385590076447,-0.017327221110463142,0.0008420331869274378,0.42491239309310913,-0.9050682783126831,-0.8776597005958113,"1766057688.9807813,-1.0943553447723389,2.5478203296661377,0.18967385590076447,-0.017327221110463142,0.0008420331869274378,0.42491239309310913,-0.9050682783126831"
2025-12-18 12:34:49.097881,-1.0943069458007812,2.5477712154388428,0.18967579305171967,-0.01740092970430851,0.0010243650758638978,0.42477738857269287,-0.9051299691200256,-0.8773651920987761,"1766057688.9890847,-1.0943069458007812,2.5477712154388428,0.18967579305171967,-0.01740092970430851,0.0010243650758638978,0.42477738857269287,-0.9051299691200256"
2025-12-18 12:34:49.097888,-1.094325065612793,2.547785997390747,0.18971486389636993,-0.017297685146331787,0.000871485797688365,0.42482587695121765,-0.9051093459129333,-0.8774695084595975,"1766057688.9975243,-1.094325065612793,2.547785997390747,0.18971486389636993,-0.017297685146331787,0.000871485797688365,0.42482587695121765,-0.9051093459129333"
2025-12-18 12:34:49.097893,-1.0943599939346313,2.54780912399292,0.18970701098442078,-0.017345570027828217,0.0008077860111370683,0.4248342514038086,-0.9051045775413513,-0.8774860308801997,"1766057688.9265227,-1.0943599939346313,2.54780912399292,0.18970701098442078,-0.017345570027828217,0.0008077860111370683,0.4248342514038086,-0.9051045775413513"
2025-12-18 12:34:49.097899,-1.0943739414215088,2.5477898120880127,0.1896834820508957,-0.017295822501182556,0.0007663081050850451,0.42490509152412415,-0.9050723910331726,-0.8776420460433771,"1766057688.934932,-1.0943739414215088,2.5477898120880127,0.1896834820508957,-0.017295822501182556,0.0007663081050850451,0.42490509152412415,-0.9050723910331726"
2025-12-18 12:34:49.097906,-1.0943489074707031,2.5478198528289795,0.18969888985157013,-0.017166266217827797,0.0008053896599449217,0.42483264207839966,-0.9051088094711304,-0.8774841198271088,"1766057688.9599047,-1.0943489074707031,2.5478198528289795,0.18969888985157013,-0.017166266217827797,0.0008053896599449217,0.42483264207839966,-0.9051088094711304"
2025-12-18 12:34:49.097911,-1.094313621520996,2.54776930809021,0.1896897405385971,-0.0172527264803648,0.0009458088898099959,0.42481908202171326,-0.9051133990287781,-0.8774567630820067,"1766057688.9763587,-1.094313621520996,2.54776930809021,0.1896897405385971,-0.0172527264803648,0.0009458088898099959,0.42481908202171326,-0.9051133990287781"
2025-12-18 12:34:49.097916,-1.0943330526351929,2.5478134155273438,0.1896854043006897,-0.017307214438915253,0.0008956854580901563,0.424770712852478,-0.9051350355148315,-0.8773481444476764,"1766057689.18098,-1.0943330526351929,2.5478134155273438,0.1896854043006897,-0.017307214438915253,0.0008956854580901563,0.424770712852478,-0.9051350355148315"
2025-12-18 12:34:49.097921,-1.0943175554275513,2.5477802753448486,0.18968188762664795,-0.017336929216980934,0.0009320875396952033,0.4248274862766266,-0.9051077961921692,-0.8774741873169374,"1766057688.985387,-1.0943175554275513,2.5477802753448486,0.18968188762664795,-0.017336929216980934,0.0009320875396952033,0.4248274862766266,-0.9051077961921692"
2025-12-18 12:34:49.097941,-1.0943025350570679,2.547759532928467,0.18965137004852295,-0.01728617027401924,0.0010343798203393817,0.42481502890586853,-0.9051145315170288,-0.8774496583459069,"1766057688.9430213,-1.0943025350570679,2.547759532928467,0.18965137004852295,-0.01728617027401924,0.0010343798203393817,0.42481502890586853,-0.9051145315170288"
2025-12-18 12:34:49.097948,-1.0943554639816284,2.5478360652923584,0.1897054761648178,-0.017208565026521683,0.0008334913873113692,0.42482244968414307,-0.9051126837730408,-0.877461841264734,"1766057689.185441,-1.0943554639816284,2.5478360652923584,0.1897054761648178,-0.017208565026521683,0.0008334913873113692,0.42482244968414307,-0.9051126837730408"
2025-12-18 12:34:49.097953,-1.0943403244018555,2.5477747917175293,0.18966534733772278,-0.017283951863646507,0.0009774902136996388,0.42478689551353455,-0.9051278233528137,-0.8773861186925608,"1766057688.9932284,-1.0943403244018555,2.5477747917175293,0.18966534733772278,-0.017283951863646507,0.0009774902136996388,0.42478689551353455,-0.9051278233528137"
2025-12-18 12:34:49.385355,-1.094314694404602,2.547778844833374,0.1896883100271225,-0.017332732677459717,0.0009339536773040891,0.424741268157959,-0.9051483273506165,-0.8772837970052042,"1766057689.1763709,-1.094314694404602,2.547778844833374,0.1896883100271225,-0.017332732677459717,0.0009339536773040891,0.424741268157959,-0.9051483273506165"
2025-12-18 12:34:49.385382,-1.094346046447754,2.5478310585021973,0.1896977722644806,-0.017219023779034615,0.0008813776657916605,0.42482510209083557,-0.9051112532615662,-0.8774687917058225,"1766057689.1931124,-1.094346046447754,2.5478310585021973,0.1896977722644806,-0.017219023779034615,0.0008813776657916605,0.42482510209083557,-0.9051112532615662"
2025-12-18 12:34:49.385398,-1.0942723751068115,2.547748565673828,0.18969041109085083,-0.017350001260638237,0.0011718106688931584,0.42465588450431824,-0.9051879048347473,-0.877100985574986,"1766057688.9516675,-1.0942723751068115,2.547748565673828,0.18969041109085083,-0.017350001260638237,0.0011718106688931584,0.42465588450431824,-0.9051879048347473"
2025-12-18 12:34:49.385408,-1.0943621397018433,2.547837972640991,0.18969260156154633,-0.01718391664326191,0.0008372374577447772,0.42482537031173706,-0.9051119089126587,-0.8774686828292451,"1766057688.9681468,-1.0943621397018433,2.547837972640991,0.18969260156154633,-0.01718391664326191,0.0008372374577447772,0.42482537031173706,-0.9051119089126587"
2025-12-18 12:34:49.385416,-1.094328761100769,2.54780912399292,0.18969710171222687,-0.017196953296661377,0.0009145246003754437,0.42480164766311646,-0.9051226377487183,-0.8774179761458167,"1766057689.197412,-1.094328761100769,2.54780912399292,0.18969710171222687,-0.017196953296661377,0.0009145246003754437,0.42480164766311646,-0.9051226377487183"
2025-12-18 12:34:49.503881,-1.094313621520996,2.5478129386901855,0.18970699608325958,-0.017209332436323166,0.0009895592229440808,0.4247596859931946,-0.9051420092582703,-0.8773269872324503,"1766057689.1889775,-1.094313621520996,2.5478129386901855,0.18970699608325958,-0.017209332436323166,0.0009895592229440808,0.4247596859931946,-0.9051420092582703"
2025-12-18 12:34:49.503968,-1.0943541526794434,2.5478317737579346,0.18968495726585388,-0.01721908710896969,0.0008751727873459458,0.42489707469940186,-0.9050774574279785,-0.8776276375598392,"1766057689.61832,-1.0943541526794434,2.5478317737579346,0.18968495726585388,-0.01721908710896969,0.0008751727873459458,0.42489707469940186,-0.9050774574279785"
