Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-05 16:51:48.121517,0.0,0.0,1042.4,84.9,12.3,1.3,1898.4,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.22224919497966766,2.4028124809265137,0.0,0.0,0.0,0.0,0.0,-1.6842233428356828,3.762449160958662,0.0,0.0,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.152068,0.0,0.0,1046.6,85.2,12.3,1.3,1898.4,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.21985897421836853,2.401698589324951,0.0,0.0,0.0,0.0,0.0,-0.19882956151959608,3.76148947364633,0.0023902207612991333,-0.0011138916015625,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.183261,0.0,0.0,1024.6,83.4,12.3,1.3,1898.5,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.21985897421836853,2.401698589324951,0.0,0.0,0.0,0.0,0.0,-0.19882956151959608,3.76148947364633,0.0023902207612991333,-0.0011138916015625,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.214407,0.0,0.0,1023.1,83.3,12.3,1.3,1898.5,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.21985897421836853,2.401698589324951,0.0,0.0,0.0,0.0,0.0,-0.19882956151959608,3.76148947364633,0.0023902207612991333,-0.0011138916015625,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.245545,0.0,0.0,982.4,80.0,12.3,1.2,1898.6,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.21985897421836853,2.401698589324951,0.0,0.0,0.0,0.0,0.0,-0.19882956151959608,3.76148947364633,0.0023902207612991333,-0.0011138916015625,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.275944,0.0,0.0,1029.6,83.9,12.3,1.3,1898.7,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.22227579355239868,2.402827739715576,0.0,0.0,0.0,0.0,0.0,-1.6785331347027526,3.7624578729538283,-2.6598572731018066e-05,1.52587890625e-05,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.307092,0.0,0.0,1006.5,82.0,12.3,1.2,1898.7,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.22227579355239868,2.402827739715576,0.0,0.0,0.0,0.0,0.0,-1.6785331347027526,3.7624578729538283,-2.6598572731018066e-05,1.52587890625e-05,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.338894,0.0,0.0,1045.0,85.1,12.3,1.3,1898.8,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.22227579355239868,2.402827739715576,0.0,0.0,0.0,0.0,0.0,-1.6785331347027526,3.7624578729538283,-2.6598572731018066e-05,1.52587890625e-05,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.369858,0.0,0.0,1031.9,80.7,12.3,1.2,1898.8,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.21986448764801025,2.40171480178833,0.0,0.0,0.0,0.0,0.0,-0.20669435498136934,3.761482261345204,0.0023847073316574097,-0.0010976791381835938,2.7222491949796677,2.5971875190734863,0
2025-12-05 16:51:48.400442,0.0,0.0,1020.6,83.1,12.3,1.2,1898.9,154.7,25.3,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.21986448764801025,2.40171480178833,0.0,0.0,0.0,0.0,0.0,-0.20669435498136934,3.761482261345204,0.0023847073316574097,-0.0010976791381835938,2.7222491949796677,2.5971875190734863,0
