Timestamp,forward_vel_cmd,steering_vel_cmd,power_mW,current_mA,busVoltage_V,shuntVoltage_mV,energy,charge,dieTemp,Left_Stick_X,Left_Stick_Y,Right_Stick_X,Right_Stick_Y,Button_0,Button_1,Button_2,Button_3,Button_4,Button_5,Button_6,Button_7,Button_8,Button_9,Button_10,Button_11,Button_12,Button_13,Button_14,Button_15,mocap_velocity,mocap_x,mocap_y,mocap_z,mocap_roll,mocap_pitch,mocap_yaw_raw,forward_vel_cmd,steering_vel_cmd,left_wheel_vel,right_wheel_vel,ppo_control_active,heading_error_rad,current_heading_rad,distance_to_target,relative_x,relative_y,target_relative_x,target_relative_y,current_waypoint_idx
2025-12-05 17:07:04.948082,0.2,0.2,13746.3,1214.6,12.1,17.0,4035.0,329.8,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08062535524368286,2.6149089336395264,0.19702985882759094,1.1871025300094575,2.0438327557208047,1.4439832145820635,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.6657207034250157,1.4439832145820635,3.397356776454645,1.3865530490875244e-05,-9.369850158691406e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:04.979520,0.2,0.2,12468.5,1026.1,12.2,15.4,4035.9,329.9,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08062535524368286,2.6149089336395264,0.19702985882759094,1.1871025300094575,2.0438327557208047,1.4439832145820635,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.6657207034250157,1.4439832145820635,3.397356776454645,1.3865530490875244e-05,-9.369850158691406e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:05.010811,0.2,0.2,8056.4,1129.1,12.1,9.9,4036.6,329.9,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08062535524368286,2.6149089336395264,0.19702985882759094,1.1871025300094575,2.0438327557208047,1.4439832145820635,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.6657207034250157,1.4439832145820635,3.397356776454645,1.3865530490875244e-05,-9.369850158691406e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:05.042118,0.2,0.2,12702.6,1045.3,12.2,15.7,4037.2,330.0,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08063386380672455,2.6149234771728516,0.19701412320137024,1.1871085147579965,2.044921048031044,1.4487635037025246,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.670502282840636,1.4487635037025246,3.3973405070289937,2.2374093532562256e-05,-7.915496826171875e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:05.072800,0.2,0.2,9032.7,742.7,12.2,11.1,4037.8,330.0,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08063386380672455,2.6149234771728516,0.19701412320137024,1.1871085147579965,2.044921048031044,1.4487635037025246,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.670502282840636,1.4487635037025246,3.3973405070289937,2.2374093532562256e-05,-7.915496826171875e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:05.104307,0.2,0.2,15438.5,1271.3,12.1,19.1,4038.7,330.1,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08063386380672455,2.6149234771728516,0.19701412320137024,1.1871085147579965,2.044921048031044,1.4487635037025246,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.670502282840636,1.4487635037025246,3.3973405070289937,2.2374093532562256e-05,-7.915496826171875e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:05.151225,0.2,0.2,17756.5,1462.8,12.1,21.9,4039.6,330.2,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08064012229442596,2.6149120330810547,0.19700492918491364,1.1913496267517945,2.0448244136489606,1.448515795467225,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.6702508824669349,1.448515795467225,3.3973440843978517,2.863258123397827e-05,-9.059906005859375e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:05.182540,0.2,0.2,18461.7,1521.6,12.1,22.8,4040.6,330.2,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08064012229442596,2.6149120330810547,0.19700492918491364,1.1913496267517945,2.0448244136489606,1.448515795467225,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.6702508824669349,1.448515795467225,3.3973440843978517,2.863258123397827e-05,-9.059906005859375e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:05.252540,0.2,0.2,11811.1,971.9,12.2,14.6,4041.3,330.3,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08063717186450958,2.614915609359741,0.19699695706367493,1.1890989452331477,2.044379424259364,1.446833985726748,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.668570432058829,1.446833985726748,3.3973436747905814,2.5682151317596436e-05,-8.702278137207031e-05,2.419388510286808,2.3849973678588867,0
2025-12-05 17:07:05.284429,0.2,0.2,14285.0,1175.9,12.1,17.6,4042.0,330.4,25.9,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.08063717186450958,2.614915609359741,0.19699695706367493,1.1890989452331477,2.044379424259364,1.446833985726748,0.2,0.2,1.0,-0.02499999999999991,1.0,-0.668570432058829,1.446833985726748,3.3973436747905814,2.5682151317596436e-05,-8.702278137207031e-05,2.419388510286808,2.3849973678588867,0
